Sterling Brown,3122602,SF,27,6,LAL,0,2,0.5,0,0.8,0,0,0
Josh Green,3098400,SG,22,25.7,DAL,9.1,3,1.7,0.1,0.7,1.2,0.537,0.402
Jake LaRavia,3047640,PF,21,11.8,MEM,3,1.8,0.6,0.1,0.3,0.5,0.389,0.338
Tre Mann,3046200,PG,21,17.7,OKC,7.7,2.3,1.8,0.2,0.6,0.9,0.393,0.315
Kevin Knox,3000000,SF-PF,23,15.1,DET/POR,6.6,2.8,0.5,0.2,0.4,0.8,0.458,0.349
Saddiq Bey,2959080,SF,23,27.6,DET/ATL,13.8,4.7,1.5,0.2,0.9,0.9,0.422,0.361
Malaki Branham,2925600,SG,19,23.5,SAS,10.2,2.7,1.9,0.1,0.5,1.2,0.44,0.302
Joe Wieskamp,2909261,SF,23,5.6,TOR,1,0.4,0.3,0,0,0.1,0.214,0.25
Kai Jones,2909040,C,22,12,CHO,3.4,2.7,0.3,0.7,0.4,0.7,0.558,0.211
Blake Griffin,2905851,C,33,13.9,BOS,4.1,3.8,1.5,0.2,0.3,0.5,0.485,0.348
Robin Lopez,2905851,C,34,8.1,CLE,3,1.4,0.5,0.2,0.1,0.7,0.64,0.5
Markieff Morris,2905851,PF,33,10.1,BRK/DAL,3.8,2,0.9,0.1,0.3,0.5,0.409,0.394
Andre Iguodala,2905851,PF,39,14.1,GSW,2.1,2.1,2.4,0.4,0.5,1.1,0.467,0.111
Serge Ibaka,2905851,C,33,11.6,MIL,4.1,2.8,0.3,0.4,0.1,0.7,0.481,0.333
Udonis Haslem,2905851,C,42,10.1,MIA,3.9,1.6,0,0.3,0.1,0.1,0.345,0.333
Wesley Matthews,2905851,SF,36,15.8,MIL,3.4,2.2,0.7,0.3,0.4,0.3,0.363,0.315
Austin Rivers,2905851,SG,30,19.5,MIN,4.9,1.6,1.4,0.1,0.5,0.4,0.435,0.35
Bismack Biyombo,2905851,C,30,14.3,PHO,4.3,4.3,0.9,1.4,0.3,0.8,0.578,0
Taj Gibson,2905851,C,37,9.8,WAS,3.4,1.9,0.7,0.2,0.3,0.5,0.52,0.333
Precious Achiuwa,2840160,C,23,20.7,TOR,9.2,6,0.9,0.5,0.6,1.1,0.485,0.269
Christian Braun,2808600,SG,21,15.5,DEN,4.7,2.4,0.8,0.2,0.5,0.5,0.495,0.354
Jordan Nwora,2800000,SF,24,19.2,MIL/IND,8.7,3.7,1.4,0.2,0.4,1.1,0.436,0.408
Jalen Johnson,2792640,SF,21,14.9,ATL,5.6,4,1.2,0.5,0.5,0.6,0.491,0.288
Tyrese Maxey,2726880,SG,22,33.6,PHI,20.3,2.9,3.5,0.1,0.8,1.3,0.481,0.434
Bruno Fernando,2717391,C,24,10.4,HOU/ATL,3.9,3.5,0.8,0.9,0.2,0.6,0.527,0
Walker Kessler,2696400,C,21,23,UTA,9.2,8.4,0.9,2.3,0.4,0.8,0.72,0.333
Keon Johnson,2681040,SG,20,10.4,POR,4.7,1.1,1.5,0.2,0.5,1.1,0.376,0.346
Charles Bassey,2674742,C,22,14.5,SAS,5.7,5.5,1.3,0.9,0.5,1.2,0.644,0.375
Matthew Dellavedova,2628597,PG,32,6.7,SAC,1.5,0.4,1.3,0,0.2,0.3,0.34,0.333
Trey Lyles,2625000,PF,27,16.9,SAC,7.6,4.1,0.9,0.4,0.4,0.9,0.458,0.363
Zeke Nnaji,2617800,PF,22,13.7,DEN,5.2,2.6,0.3,0.4,0.3,0.6,0.561,0.262
David Roddy,2588640,PF,21,18,MEM,6.7,2.8,0.8,0.3,0.4,0.8,0.429,0.307
Isaiah Jackson,2573760,C,21,16.5,IND,7.2,4.5,0.8,1.5,0.5,0.8,0.563,0.143
MarJon Beauchamp,2485200,SF,22,13.5,MIL,5.1,2.2,0.7,0.1,0.4,0.9,0.395,0.331
Usman Garuba,2471160,C,20,12.9,HOU,3,4.1,0.9,0.4,0.6,0.6,0.486,0.407
Raul Neto,2463490,PG,30,10.5,CLE,3.3,1,1.6,0.1,0.4,0.5,0.518,0.286
Frank Kaminsky,2463490,C,29,6.5,HOU/ATL,2.5,1.4,0.9,0.1,0.2,0.3,0.492,0.394
Montrezl Harrell,2463490,C,29,11.9,PHI,5.6,2.8,0.6,0.4,0.3,0.6,0.598,0
Blake Wesley,2385480,SG,19,18.1,SAS,5,2.2,2.7,0.1,0.7,1.8,0.321,0.385
Josh Christopher,2372160,SG,21,12.3,HOU,5.8,1.1,1.1,0.2,0.5,0.9,0.465,0.236
Isaiah Roby,2330681,PF,24,11.3,SAS,4.1,2.5,0.9,0.2,0.4,0.7,0.432,0.3
Lindy Waters III,2316876,SG,25,13,OKC,5.2,1.8,0.7,0.3,0.3,0.2,0.393,0.358
Immanuel Quickley,2316240,SG,23,28.9,NYK,14.9,4.2,3.4,0.2,1,1.2,0.448,0.37
John Konchar,2300000,SF,26,20.8,MEM,5.1,4.3,1.4,0.3,1.1,0.5,0.431,0.339
Rodney McGruder,2298385,SG,31,16.4,DET,5.7,2.3,0.9,0,0.5,0.3,0.408,0.423
Bryn Forbes,2298385,SG,29,10.7,MIN,3.6,0.6,0.7,0.1,0.3,0.5,0.361,0.304
Damian Jones,2298385,C,27,11.6,LAL/UTA,3.5,3,0.4,0.5,0.2,0.6,0.64,0.588
Quentin Grimes,2277000,SG,22,29.9,NYK,11.3,3.2,2.1,0.4,0.7,1,0.468,0.386
Saben Lee,2266640,PG,23,14.9,PHI/PHO,6,1.8,2.7,0,0.8,1,0.405,0.367
Andrew Nembhard,2244111,SG,23,27.6,IND,9.5,2.7,4.5,0.2,0.9,1.7,0.441,0.35
Payton Pritchard,2239200,PG,25,13.4,BOS,5.6,1.8,1.3,0,0.3,0.8,0.412,0.364
Bones Hyland,2201520,PG,22,19.4,DEN/LAC,11.8,2.4,3.1,0.3,0.7,1.5,0.399,0.371
Bol Bol,2200000,PF,23,21.5,ORL,9.1,5.8,1,1.2,0.4,1.6,0.546,0.265
Peyton Watson,2193960,SG,20,8.1,DEN,3.3,1.6,0.5,0.5,0.1,0.3,0.492,0.429
Udoka Azubuike,2174880,C,23,10,UTA,3.5,3.3,0.3,0.4,0.2,0.5,0.819,0
Jaden McDaniels,2161440,SF,22,30.6,MIN,12.1,3.9,1.9,1,0.9,1.4,0.517,0.398
Jordan McLaughlin,2160000,PG,26,15.8,MIN,3.7,1.4,3.4,0.1,0.7,0.8,0.421,0.308
Malachi Flynn,2145720,PG,24,13,TOR,4.6,1.4,1.3,0.1,0.4,0.5,0.36,0.353
Cam Thomas,2138160,SG,21,16.6,BRK,10.6,1.7,1.4,0.1,0.4,1.1,0.441,0.383
Luke Kornet,2133278,C,27,11.7,BOS,3.8,2.9,0.8,0.7,0.2,0.4,0.665,0.231
Damion Lee,2133278,SG,30,20.4,PHO,8.2,3,1.3,0.1,0.4,1.1,0.442,0.445
Juan Toscano-Anderson,2133278,SF,29,13.5,LAL/UTA,3,2.4,1.3,0.2,0.3,0.7,0.448,0.186
Desmond Bane,2130240,SG,24,31.7,MEM,21.5,5,4.4,0.4,1,2.2,0.479,0.408
Jaden Springer,2125200,SG,20,5.6,PHI,2.6,0.9,0.5,0.2,0.4,0.2,0.486,0.4
Day'Ron Sharpe,2109480,C,21,11.5,BRK,4.7,4.2,0.8,0.7,0.3,0.9,0.544,0.545
Tony Bradley,2036318,C,25,2.8,CHI,1.6,0.9,0.1,0.1,0.1,0.1,0.5,0.6
Frank Ntilikina,2036318,SG,24,12.9,DAL,2.9,1.3,1.2,0.1,0.3,0.6,0.364,0.254
Garrison Mathews,2000000,SG,26,12.7,HOU/ATL,4.8,1.4,0.5,0.1,0.4,0.4,0.363,0.35
Jaylin Williams,2000000,C,20,18.7,OKC,5.9,4.9,1.6,0.2,0.6,0.8,0.436,0.407
Jeremiah Robinson-Earl,2000000,PF,22,18.9,OKC,6.8,4.2,1,0.3,0.6,0.4,0.444,0.333
Kenrich Williams,2000000,PF,28,22.8,OKC,8,4.9,2,0.3,0.8,0.6,0.517,0.373
Caleb Houstan,2000000,SF,20,15.9,ORL,3.8,1.9,0.6,0.1,0.2,0.4,0.363,0.338
Shake Milton,1997718,SG,26,20.6,PHI,8.4,2.5,3.2,0.2,0.3,1.2,0.479,0.378
Aaron Holiday,1968175,PG,26,13.4,ATL,3.9,1.2,1.4,0.2,0.6,0.6,0.418,0.409
Yuta Watanabe,1968175,SF,28,16,BRK,5.6,2.4,0.8,0.3,0.4,0.4,0.491,0.444
Edmond Sumner,1968175,SG,27,13.9,BRK,7.1,1.5,1.3,0.2,0.6,0.9,0.461,0.356
Theo Pinson,1968175,SG,27,8.1,DAL,2.4,1.6,1.2,0,0.2,0.3,0.356,0.355
Thomas Bryant,1968175,C,25,18.3,DEN/LAL,9.8,5.7,0.5,0.5,0.3,0.6,0.623,0.441
Josh Okogie,1968175,SG,24,18.8,PHO,7.3,3.5,1.5,0.5,0.8,0.9,0.391,0.335
Drew Eubanks,1968175,C,25,20.3,POR,6.6,5.4,1.3,1.3,0.5,0.9,0.641,0.389
Dean Wade,1930681,PF,26,20.3,CLE,4.7,3.4,0.8,0.5,0.6,0.4,0.412,0.354
Terance Mann,1930681,SG,26,23.1,LAC,8.8,3.4,2.3,0.3,0.5,1,0.519,0.389
Jaylen Nowell,1930681,SG,23,19.3,MIN,10.8,2.6,2,0.1,0.6,1,0.448,0.289
Naz Reid,1930681,C,23,18.4,MIN,11.5,4.9,1.1,0.8,0.6,1.4,0.537,0.346
Jalen McDaniels,1930681,SF,25,23.9,PHI/CHO,9.4,4.3,1.6,0.4,1,1.2,0.455,0.332
Daniel Gafford,1930681,C,24,20.6,WAS,9,5.6,1.1,1.3,0.4,1.1,0.732,0
Chimezie Metu,1910860,PF,25,10.4,SAC,4.9,3,0.6,0.3,0.3,0.5,0.589,0.237
Davon Reed,1902133,SG,27,8,DEN/LAL,2.1,1.4,0.5,0.1,0.3,0.5,0.333,0.37
KZ Okpala,1902133,PF,23,7.1,SAC,1.3,1,0.4,0.2,0.2,0.2,0.421,0.333
Wenyen Gabriel,1878720,C,25,15.1,LAL,5.5,4.2,0.5,0.5,0.4,0.7,0.596,0.278
Thanasis Antetokounmpo,1878720,PF,30,5.6,MIL,1.4,1.2,0.4,0.1,0.1,0.3,0.435,0
Moritz Wagner,1878720,C,25,19.5,ORL,10.5,4.5,1.5,0.2,0.6,1.2,0.5,0.313
Keita Bates-Diop,1878720,PF,27,21.7,SAS,9.7,3.7,1.5,0.3,0.7,0.8,0.508,0.394
Oshae Brissett,1846738,PF,24,16.7,IND,6.1,3.4,0.7,0.2,0.5,0.5,0.386,0.31
Nathan Knight,1836090,C,25,7.7,MIN,3.7,1.5,0.3,0.2,0.3,0.6,0.568,0.364
Justin Jackson,1836090,SF,27,4.7,BOS,0.9,0.7,0.4,0.2,0.2,0.1,0.259,0.25
Isaiah Joe,1836090,SG,23,19.1,OKC,9.5,2.4,1.2,0.1,0.7,0.5,0.441,0.409
Ryan Arcidiacono,1836090,PG,28,8.6,NYK/POR,1.3,0.8,1.2,0,0.3,0.4,0.243,0.348
Anthony Gill,1836090,PF,30,10.6,WAS,3.3,1.7,0.6,0.2,0.1,0.3,0.538,0.138
Javonte Green,1815677,SF,29,15,CHI,5.2,2.8,0.7,0.7,0.8,0.6,0.565,0.371
Gabe Vincent,1815677,PG,26,25.9,MIA,9.4,2.1,2.5,0.1,0.9,1.4,0.402,0.334
Max Strus,1815677,SF,26,28.4,MIA,11.5,3.2,2.1,0.2,0.5,0.9,0.41,0.35
Nick Richards,1782621,C,25,18.7,CHO,8.2,6.4,0.6,1.1,0.2,0.9,0.629,1
Lamar Stevens,1782621,SF,25,18.1,CLE,5.3,3.3,0.5,0.3,0.4,0.4,0.448,0.316
Naji Marshall,1782621,SF,25,23.3,NOP,9.1,3.6,2.5,0.2,0.7,1.3,0.433,0.303
Paul Reed,1782621,C,23,10.9,PHI,4.2,3.8,0.4,0.7,0.7,0.7,0.593,0.167
Tre Jones,1782621,PG,23,29.2,SAS,12.9,3.6,6.6,0.1,1.3,1.6,0.459,0.285
Haywood Highsmith,1752638,PF,26,17.9,MIA,4.4,3.5,0.8,0.3,0.7,0.8,0.431,0.339
Omer Yurtseven,1752638,C,24,9.2,MIA,4.4,2.6,0.2,0.2,0.2,0.4,0.593,0.429
Leandro Bolmaro,1709300,SF,22,4.9,UTA,0.4,0.5,0.5,0.1,0.2,0.5,0.15,0
Terry Taylor,1703902,PF,23,8.5,CHI/IND,2.9,1.5,0.3,0.2,0.1,0.3,0.52,0.263
Jared Butler,1674655,PG,22,12.8,OKC,6.2,0.7,1.3,0,0.8,0.8,0.469,0.5
Jericho Sims,1639842,C,24,15.6,NYK,3.4,4.7,0.5,0.5,0.3,0.5,0.776,0
Sam Hauser,1637966,SF,25,16.1,BOS,6.4,2.6,0.9,0.3,0.4,0.4,0.455,0.418
Kessler Edwards,1637966,SF,22,10.7,BRK/SAC,2.8,1.7,0.6,0.2,0.4,0.4,0.387,0.309
Isaiah Todd,1575000,PF,21,10.2,WAS,1.5,2,0.7,0,0.2,0.3,0.158,0.1
Vit Krejci,1563518,PG,22,5.7,ATL,1.2,0.9,0.6,0,0.2,0.2,0.405,0.238
JT Thor,1563518,PF,20,14,CHO,3.8,2.2,0.5,0.3,0.3,0.6,0.399,0.317
Marko Simonovic,1563518,C,23,2.9,CHI,0.9,0.3,0,0,0,0,0.286,0.25
Ayo Dosunmu,1563518,SG,23,26.2,CHI,8.6,2.8,2.6,0.3,0.8,1.2,0.493,0.312
Isaiah Livers,1563518,PF,24,23.1,DET,6.7,2.8,0.8,0.5,0.5,0.6,0.417,0.365
Daishen Nix,1563518,PG,20,16,HOU,4,1.7,2.3,0.1,0.5,1.5,0.342,0.286
Jason Preston,1563518,PG,23,8.9,LAC,2.9,1.6,1.9,0,0.1,0.7,0.439,0.278
Austin Reaves,1563518,SG,24,28.8,LAL,13,3,3.4,0.3,0.5,1.5,0.529,0.398
Jose Alvarado,1563518,PG,24,21.5,NOP,9,2.3,3,0.2,1.1,1.3,0.411,0.336
Miles McBride,1563518,PG,22,11.9,NYK,3.5,0.8,1.1,0.1,0.6,0.4,0.358,0.299
Aaron Wiggins,1563518,SG,24,18.5,OKC,6.8,3,1.1,0.2,0.6,0.8,0.512,0.393
Jock Landale,1563518,C,27,14.2,PHO,6.6,4.1,1,0.4,0.2,0.9,0.528,0.25
Trendon Watford,1563518,PF,22,19.1,POR,7.4,3.8,2.1,0.2,0.5,1.1,0.56,0.391
Dalano Banton,1563518,PG,23,9,TOR,4.6,1.5,1.2,0.4,0.4,0.6,0.423,0.294
Christian Koloko,1500000,C,22,13.8,TOR,3.1,2.9,0.5,1,0.4,0.3,0.48,0.083
Bryce McGowens,1461055,SG,20,17.1,CHO,5.3,2,1.2,0.1,0.3,0.9,0.396,0.325
Jordan Goodwin,1280206,PG,24,17.8,WAS,6.6,3.3,2.7,0.4,0.9,0.9,0.448,0.322
Kennedy Chandler,1200000,PG,20,7.8,MEM,2.2,1.1,1.6,0.1,0.3,0.5,0.422,0.133
Noah Vonleh,1160955,C,27,7.4,BOS,1.1,2.1,0.3,0.3,0.1,0.5,0.458,0.25
Sandro Mamukelashvili,1116112,C,23,15.3,SAS/MIL,6.1,4.3,1.4,0.3,0.3,0.8,0.422,0.303
Sam Merrill,1105522,SG,26,11.8,CLE,5,1.8,1,0,0.8,0,0.409,0.278
Tyrese Martin,1017781,SG,23,4.1,ATL,1.3,0.8,0.1,0,0.1,0.1,0.391,0.143
Jaden Hardy,1017781,SG,20,14.8,DAL,8.8,1.9,1.4,0.1,0.4,1,0.438,0.404
Ryan Rollins,1017781,PG,20,5.2,GSW,1.9,1,0.5,0.1,0.1,1.3,0.35,0.333
Max Christie,1017781,SG,19,12.5,LAL,3.1,1.8,0.5,0.2,0.2,0.3,0.415,0.419
Josh Minott,1017781,SF,20,6.4,MIN,3.1,1.7,0.3,0.4,0.3,0.2,0.5,0.333
Jabari Walker,1017781,SF,20,11.1,POR,3.9,2.3,0.6,0.2,0.2,0.5,0.419,0.286
Eugene Omoruyi,1013119,SF,25,16.1,DET/OKC,7,2.8,0.7,0.1,0.7,0.9,0.443,0.281
Kris Dunn,1000001,PG,28,25.8,UTA,13.2,4.5,5.6,0.5,1.1,1.6,0.537,0.472
Admiral Schofield,877940,PF,25,12.2,ORL,4.2,1.7,0.8,0.1,0.2,0.4,0.451,0.324
Justin Champagnie,853241,SF,21,6.8,BOS/TOR,2.2,1.6,0.8,0,0.2,0,0.333,0.2
Trevelin Queen,838891,SG,25,10,IND,3,2.4,0.9,0.7,0.3,1,0.241,0.133
Moses Brown,824041,C,23,8.2,BRK/LAC,4.3,3.9,0.1,0.4,0.1,0.4,0.635,0
Matt Ryan,806097,SF,25,9.1,LAL/MIN,3.6,0.8,0.5,0,0.1,0.2,0.37,0.381
PJ Dozier,784654,SF,26,4.9,SAC,1.4,0.9,0.6,0.1,0.4,0.3,0.303,0.125
Cody Zeller,743922,C,30,14.5,MIA,6.5,4.3,0.7,0.3,0.2,0.9,0.627,0
Meyers Leonard,713558,C,30,12.7,MIL,4.8,3.8,0.1,0,0.2,0.7,0.483,0.389
Anthony Lamb,694878,SF,25,19.3,GSW,6.7,3.5,1.5,0.3,0.5,0.9,0.471,0.367
Michael Carter-Williams,652829,PG,31,11,ORL,4.3,1.3,1.8,0.3,0.3,1,0.429,0.333
Carlik Jones,612162,PG,25,8,CHI,2.9,0.7,0.9,0,0.3,0.3,0.4,0.5
Trevor Keels,520589,SG,19,2.7,NYK,1,0.7,0,0,0,0,0.25,0.25
Dereon Seabron,511816,SG,22,2.4,NOP,0.8,0.2,0,0,0,0,0.4,0
Trent Forrest,508891,SG,24,12,ATL,2.3,1.6,1.7,0.1,0.3,0.7,0.417,0
Mfiondu Kabengele,508891,PF,25,9,BOS,1.5,2.5,0,0,0.5,0.3,0.286,0
JD Davison,508891,SG,20,5.5,BOS,1.6,0.8,0.9,0.2,0.2,0.3,0.421,0.286
Malcolm Hill,508891,SF,27,1.8,CHI,1,0.6,0,0,0,0,0.5,0.333
Mamadi Diakite,508891,C,26,8,CLE,2.6,1.4,0.4,0.4,0.2,0.5,0.48,0.333
Isaiah Mobley,508891,PF,23,7,CLE,2.6,1.7,0.3,0.3,0.3,0.1,0.429,0.375
Jack White,508891,SF,25,3.9,DEN,1.2,1,0.2,0.1,0.2,0.1,0.421,0.333
Buddy Boeheim,508891,SF,23,9,DET,1.6,0.6,0.4,0,0.2,0,0.185,0.16
Darius Days,508891,SF,23,6.3,HOU,3.8,1.5,0.3,0.3,0,0,0.417,0.3
Trevor Hudgins,508891,PG,23,5.6,HOU,1.8,0,0.6,0,0,0.2,0.222,0.25
Kendall Brown,508891,SG,19,6.7,IND,1.5,1,0.5,0,0.7,0.3,0.571,0
Cole Swider,508891,SF,23,5.9,LAL,1.3,1,0.6,0,0,0,0.333,0.375
Jamal Cain,508891,PF,23,13.3,MIA,5.4,2.9,0.7,0.1,0.6,0.3,0.561,0.35
Luka Garza,508891,C,24,8.7,MIN,6.5,2.3,0.6,0.1,0.1,0.5,0.543,0.359
Kevon Harris,508891,SG,25,13.4,ORL,4.1,2.1,0.5,0.1,0.5,0.6,0.439,0.372
Keon Ellis,508891,SG,23,4.4,SAC,1.5,0.5,0.4,0.1,0.3,0.1,0.438,0.5
Neemias Queta,508891,C,23,5.8,SAC,2.4,2.2,0.2,0.4,0,0.2,0.667,0
Dominick Barlow,508891,PF,19,14.6,SAS,3.9,3.6,0.9,0.7,0.4,0.5,0.535,0
Julian Champagnie,508891,SF,21,18.8,SAS/PHI,9.7,3.5,0.6,0.3,0.4,0.6,0.454,0.402
Jeff Dowtin,508891,PG,25,10.4,TOR,2.4,0.9,1.2,0.1,0.4,0.2,0.439,0.313
Micah Potter,508891,PF,24,7.4,UTA,3.4,2.3,0.6,0,0.1,0.3,0.667,0.571
Johnny Juzang,508891,SG,21,12.9,UTA,4.8,2.2,0.4,0.2,0.2,0.2,0.337,0.238
John Butler,503041,C,20,11.6,POR,2.4,0.9,0.6,0.5,0.4,0.1,0.321,0.229
Chima Moneke,500000,SF,27,4,SAC,1,1,0.5,0,0,1,0.5,0
Facundo Campazzo,464299,PG,31,6.5,DAL,1.3,0.3,1.1,0,0.8,0.4,0.231,0.273
Orlando Robinson,386055,C,22,13.7,MIA,3.7,4.1,0.8,0.4,0.4,0.5,0.528,0
Dru Smith,374357,SG,25,10.5,BRK/MIA,2.9,1.6,1.5,0.3,0.7,0.2,0.4,0.263
Jared Rhoden,307089,SG,23,14.1,DET,3.2,2.6,0.3,0.1,0.3,0.2,0.386,0.25
Louis King,307089,PF,23,29,PHI,20,4,2,0,1,2,0.615,0.5
Jarrett Culver,260295,SF,23,13.7,ATL,4.4,3.8,0.6,0.2,0.6,0.7,0.395,0.083
Olivier Sarr,257371,C,23,12.7,OKC,4,3.4,0.4,0.6,0.1,0.4,0.5,0.125
Alondes Williams,254446,SG,23,5,BRK,0,1,0,0,0,2,0.4,0
Donovan Williams,239822,SG,21,2,ATL,2,1,0,0,0,0,0.4,0
Quenton Jackson,219630,PG,24,15,WAS,6.2,0.9,1.7,0.1,0.4,0.4,0.452,0.083
Chris Silva,211045,PF,26,3,DAL,2,0,0,0,0,1,1,0
Tyler Dorsey,201802,SF,26,2.7,DAL,3,0.7,0,0,0,0,0.8,0.5
Braxton Key,201802,SF,25,3,DET,1.3,0.3,0,0,0,0,1,0
Jordan Hall,193027,SF,21,9.2,SAS,3.1,1.3,1.2,0,0.1,0.8,0.321,0.2
Alize Johnson,192293,PF,26,7.5,SAS,1.8,2.5,0.3,0,0.3,1,0.5,0
Devon Dotson,169630,PG,23,8.8,WAS,0.5,1.7,1.3,0,0.8,0.5,0.1,0.25
Mac McClung,160856,SG,24,20.5,PHI,12.5,5,4.5,0,0,1.5,0.45,0.364
Xavier Cooks,140384,PF,27,12.6,WAS,3.8,3.8,0.6,0.4,0.6,0.8,0.607,0
Shaquille Harrison,134862,SG,29,24,POR,8.8,4.4,6,0.4,2.2,1.2,0.417,0.3
Lester Quinones,129405,SG,22,4.5,GSW,2.5,0.8,0.5,0,0.3,1.3,0.4,0.5
Xavier Moon,116986,SG,28,5,LAC,1.8,0.8,1.3,0,0,0.3,0.333,0.333
Jamaree Bouyea,116986,PG,23,14.2,MIA/WAS,3,1.2,0.8,0.4,0.8,0.8,0.429,0.333
Jay Huff,116986,C,24,13.6,WAS,7.3,3,1.4,0.6,0.4,0.7,0.6,0.5
Skylar Mays,116574,PG,25,31.5,POR,15.3,3.2,8.3,0.2,1,1.7,0.5,0.462
Frank Jackson,113114,PG,24,5,UTA,0,2,1,0,0,0,0,0
Deonte Burton,105522,PF,29,3,SAC,0,0,0,0,0,0,0,0
Jarrell Brantley,105522,PF,26,9.8,UTA,5.5,1.5,0.8,0.5,0,0.5,0.571,0.444
Xavier Sneed,102910,SF,25,12,CHO,4.3,1.3,1.3,0.3,0,0.8,0.5,0.5
Lindell Wigginton,99438,PG,24,12.4,MIL,7.1,1,2,0.3,0,1.7,0.486,0.333
Jordan Schakel,96514,SF,24,3,WAS,1.5,0,0.5,0,0.5,0,0.5,1
Stanley Umude,58493,SG,23,2,DET,2,0,0,1,1,0,0,0
Jeenathan Williams,52644,SG,23,25.4,POR,10.6,3,2,0.4,0.6,0.8,0.615,0.375
Jay Scrubb,49719,SG,22,15,ORL,6.5,3,0.5,0,1,1.5,0.714,1
Justin Minaya,35096,SF,23,22.3,POR,4.3,3.8,1,1.3,0.5,1,0.304,0.25
Kobi Simmons,32795,SG,25,5.6,CHO,1,0.8,1,0.4,0,0.2,0.167,0.2
Gabe York,32171,SG,29,18.7,IND,8,2,1.7,0,0.7,0,0.381,0.333
RaiQuan Gray,5849,PF,23,35,BRK,16,9,7,1,0,4,0.5,0.4
Jacob Gilyard,5849,PG,24,41,MEM,3,4,7,0,3,2,0.333,0.333
